lakeid,sampledate,avsnow,totice,whiteice,extcoef,lakeid,sampledate,depth,o2,deck,light,frlight,,sampledate,avsnow,totice,whiteice,extcoef
,,,,,,SP,8/2/82,0,8.9,,,,,,,,,
,,,,,,SP,8/2/82,0.5,,,,,,,,,,
,,,,,,SP,8/2/82,1,8.9,,,,,,,,,
,,,,,,SP,8/2/82,2,8.9,,,,,,,,,
,,,,,,SP,8/2/82,3,8.9,,,,,,,,,
,,,,,,SP,8/2/82,4,8.8,,,,,,,,,
,,,,,,SP,8/2/82,5,8.8,,,,,,,,,
,,,,,,SP,8/2/82,6,9.4,,,,,,,,,
,,,,,,SP,8/2/82,7,13.2,,,,,,,,,
,,,,,,SP,8/2/82,8,13.2,,,,,,,,,
,,,,,,SP,8/2/82,9,13.2,,,,,,,,,
,,,,,,SP,8/2/82,10,12.8,,,,,,,,,
,,,,,,SP,8/2/82,11,12.4,,,,,,,,,
,,,,,,SP,8/2/82,12,12.2,,,,,,,,,
,,,,,,SP,8/2/82,13,12.2,,,,,,,,,
,,,,,,SP,8/2/82,14,8.3,,,,,,,,,
,,,,,,SP,8/2/82,15,2.5,,,,,,,,,
,,,,,,SP,8/2/82,16,0.3,,,,,,,,,
,,,,,,SP,8/2/82,17,0.2,,,,,,,,,
,,,,,,SP,8/2/82,18,0.2,,,,,,,,,
,,,,,,SP,8/17/82,0,,,1420,,,,,,,
,,,,,,SP,8/17/82,1,,,960,,,,,,,
,,,,,,SP,8/17/82,2,,,705,,,,,,,
,,,,,,SP,8/17/82,3,,,560,,,,,,,
,,,,,,SP,8/17/82,4,,,415,,,,,,,
,,,,,,SP,8/17/82,5,,,327,,,,,,,
,,,,,,SP,8/17/82,6,,,243,,,,,,,
,,,,,,SP,8/17/82,7,,,182,,,,,,,
,,,,,,SP,8/17/82,8,,,133,,,,,,,
,,,,,,SP,8/17/82,9,,,96.3,,,,,,,
,,,,,,SP,8/17/82,10,,,72.3,,,,,,,
,,,,,,SP,8/17/82,11,,,53.3,,,,,,,
,,,,,,SP,8/17/82,12,,,39,,,,,,,
,,,,,,SP,8/17/82,13,,,26.9,,,,,,,
,,,,,,SP,8/17/82,14,,,14.7,,,,,,,
,,,,,,SP,8/17/82,15,,,6.82,,,,,,,
,,,,,,SP,8/17/82,16,,,3.9,,,,,,,
,,,,,,SP,8/17/82,17,,,2.28,,,,,,,
,,,,,,SP,8/17/82,18,,,1.3,,,,,,,
,,,,,,SP,9/9/82,0,9.1,1350,1050,0.778,,,,,,
,,,,,,SP,9/9/82,1,9,1350,650,0.481,,,,,,
,,,,,,SP,9/9/82,2,9,1250,480,0.384,,,,,,
,,,,,,SP,9/9/82,3,9,1240,360,0.29,,,,,,
,,,,,,SP,9/9/82,4,9,1230,285,0.232,,,,,,
,,,,,,SP,9/9/82,5,9,1300,210,0.162,,,,,,
,,,,,,SP,9/9/82,6,8.9,1190,152,0.128,,,,,,
,,,,,,SP,9/9/82,7,8.9,1210,117,0.097,,,,,,
,,,,,,SP,9/9/82,8,8.9,1270,88,0.069,,,,,,
,,,,,,SP,9/9/82,9,11.6,1280,66.5,0.052,,,,,,
,,,,,,SP,9/9/82,10,11.4,1230,50,0.041,,,,,,
,,,,,,SP,9/9/82,11,10.9,1320,36.5,0.028,,,,,,
,,,,,,SP,9/9/82,12,10.8,1320,24.7,0.019,,,,,,
,,,,,,SP,9/9/82,13,10,1270,17.2,0.014,,,,,,
,,,,,,SP,9/9/82,14,6.1,1270,11.7,0.009,,,,,,
,,,,,,SP,9/9/82,15,0.6,1150,7.33,0.006,,,,,,
,,,,,,SP,9/9/82,16,0.4,1220,4.03,0.003,,,,,,
,,,,,,SP,9/9/82,17,0.3,1250,1.78,0.001,,,,,,
,,,,,,SP,9/9/82,18,0.3,1300,0.5,0,,,,,,
,,,,,,SP,9/20/82,0,8.7,,,,,,,,,
,,,,,,SP,9/20/82,1,8.6,,,,,,,,,
,,,,,,SP,9/20/82,2,8.6,,,,,,,,,
,,,,,,SP,9/20/82,3,8.5,,,,,,,,,
,,,,,,SP,9/20/82,4,8.5,,,,,,,,,
,,,,,,SP,9/20/82,5,8.5,,,,,,,,,
,,,,,,SP,9/20/82,6,8.5,,,,,,,,,
,,,,,,SP,9/20/82,7,8.5,,,,,,,,,
,,,,,,SP,9/20/82,8,8.4,,,,,,,,,
,,,,,,SP,9/20/82,9,8.4,,,,,,,,,
,,,,,,SP,9/20/82,10,8.4,,,,,,,,,
,,,,,,SP,9/20/82,11,9.8,,,,,,,,,
,,,,,,SP,9/20/82,12,9.6,,,,,,,,,
,,,,,,SP,9/20/82,13,8.1,,,,,,,,,
,,,,,,SP,9/20/82,14,3.8,,,,,,,,,
,,,,,,SP,9/20/82,15,1.2,,,,,,,,,
,,,,,,SP,9/20/82,16,0.2,,,,,,,,,
,,,,,,SP,9/20/82,17,0.1,,,,,,,,,
,,,,,,SP,9/20/82,18,0.1,,,,,,,,,
,,,,,,SP,9/20/82,19,0,,,,,,,,,
,,,,,,SP,10/7/82,0,10,270,190,0.704,,,,,,
,,,,,,SP,10/7/82,1,9.8,295,105,0.356,,,,,,
,,,,,,SP,10/7/82,2,9.7,285,68,0.239,,,,,,
,,,,,,SP,10/7/82,3,9.7,255,48,0.188,,,,,,
,,,,,,SP,10/7/82,4,9.6,240,38,0.158,,,,,,
,,,,,,SP,10/7/82,5,9.5,270,39,0.144,,,,,,
,,,,,,SP,10/7/82,6,9.5,650,71,0.109,,,,,,
,,,,,,SP,10/7/82,7,9.5,700,35,0.05,,,,,,
,,,,,,SP,10/7/82,8,9.4,830,43,0.052,,,,,,
,,,,,,SP,10/7/82,9,9.4,960,27.5,0.029,,,,,,
,,,,,,SP,10/7/82,10,9.3,510,13.5,0.026,,,,,,
,,,,,,SP,10/7/82,11,9.2,450,10.5,0.023,,,,,,
,,,,,,SP,10/7/82,12,9.1,500,9.3,0.019,,,,,,
,,,,,,SP,10/7/82,13,8.5,570,7.7,0.014,,,,,,
,,,,,,SP,10/7/82,14,6,610,5.8,0.01,,,,,,
,,,,,,SP,10/7/82,15,0.2,640,3.8,0.006,,,,,,
,,,,,,SP,10/7/82,16,0.1,610,1.65,0.003,,,,,,
,,,,,,SP,10/7/82,17,0.1,480,0.55,0.001,,,,,,
,,,,,,SP,10/7/82,18,0.1,490,0.2,0,,,,,,
,,,,,,SP,10/19/82,0,9.5,98,68,0.694,,,,,,
,,,,,,SP,10/19/82,1,9.5,93,36,0.387,,,,,,
,,,,,,SP,10/19/82,2,9.5,93,23.7,0.255,,,,,,
,,,,,,SP,10/19/82,3,9.5,94,19.8,0.211,,,,,,
,,,,,,SP,10/19/82,4,9.4,98,15.3,0.156,,,,,,
,,,,,,SP,10/19/82,5,9.4,94,12,0.128,,,,,,
,,,,,,SP,10/19/82,6,9.4,93,8.9,0.096,,,,,,
,,,,,,SP,10/19/82,7,9.4,90,6.7,0.074,,,,,,
,,,,,,SP,10/19/82,8,9.4,88,4.8,0.055,,,,,,
,,,,,,SP,10/19/82,9,9.3,86,3.55,0.041,,,,,,
,,,,,,SP,10/19/82,10,9.3,86,2.8,0.033,,,,,,
,,,,,,SP,10/19/82,11,9.3,92,2.15,0.023,,,,,,
,,,,,,SP,10/19/82,12,9.2,94,1.65,0.018,,,,,,
,,,,,,SP,10/19/82,13,6.8,87,1.18,0.014,,,,,,
,,,,,,SP,10/19/82,14,4.1,86,0.88,0.01,,,,,,
,,,,,,SP,10/19/82,15,0.1,87,0.62,0.007,,,,,,
,,,,,,SP,10/19/82,16,0.1,88,0.32,0.004,,,,,,
,,,,,,SP,10/19/82,17,0.1,90,0.08,0.001,,,,,,
,,,,,,SP,10/19/82,18,0.1,90,0,0,,,,,,
,,,,,,SP,11/10/82,0,9.8,58,41,0.707,,,,,,
,,,,,,SP,11/10/82,1,9.8,50,11.6,0.232,,,,,,
,,,,,,SP,11/10/82,2,9.7,52,10,0.192,,,,,,
,,,,,,SP,11/10/82,3,9.6,51,6.7,0.131,,,,,,
,,,,,,SP,11/10/82,4,9.6,54,5.25,0.097,,,,,,
,,,,,,SP,11/10/82,5,9.6,54,3.6,0.067,,,,,,
,,,,,,SP,11/10/82,6,9.5,55,2.55,0.046,,,,,,
,,,,,,SP,11/10/82,7,9.5,57,1.71,0.03,,,,,,
,,,,,,SP,11/10/82,8,9.5,57,1.3,0.023,,,,,,
,,,,,,SP,11/10/82,9,9.5,61,0.9,0.015,,,,,,
,,,,,,SP,11/10/82,10,9.5,69,0.72,0.01,,,,,,
,,,,,,SP,11/10/82,11,9.5,60,0.42,0.007,,,,,,
,,,,,,SP,11/10/82,12,9.4,57,0.27,0.005,,,,,,
,,,,,,SP,11/10/82,13,9.4,55,0.18,0.003,,,,,,
,,,,,,SP,11/10/82,14,9.4,55,0.07,0.001,,,,,,
,,,,,,SP,11/10/82,15,9.4,50,0.02,0,,,,,,
,,,,,,SP,11/10/82,16,9.3,48,0,0,,,,,,
,,,,,,SP,11/10/82,17,9.3,,,,,,,,,
,,,,,,SP,11/10/82,18,9.3,,,,,,,,,
,,,,,,SP,12/2/82,0,10.9,144,120,0.833,,,,,,
,,,,,,SP,12/2/82,1,10.9,156,43,0.276,,,,,,
,,,,,,SP,12/2/82,2,10.9,132,20,0.152,,,,,,
,,,,,,SP,12/2/82,3,10.9,118,14.8,0.125,,,,,,
,,,,,,SP,12/2/82,4,10.9,127,12.1,0.095,,,,,,
,,,,,,SP,12/2/82,5,10.9,131,8.8,0.067,,,,,,
,,,,,,SP,12/2/82,6,10.8,142,7.05,0.05,,,,,,
,,,,,,SP,12/2/82,7,10.8,142,4.9,0.035,,,,,,
,,,,,,SP,12/2/82,8,10.8,144,3.4,0.024,,,,,,
,,,,,,SP,12/2/82,9,10.7,132,2.13,0.016,,,,,,
,,,,,,SP,12/2/82,10,10.7,138,1.69,0.012,,,,,,
,,,,,,SP,12/2/82,11,10.6,153,1.35,0.009,,,,,,
,,,,,,SP,12/2/82,12,10.6,165,1.08,0.007,,,,,,
,,,,,,SP,12/2/82,13,10.6,177,0.82,0.005,,,,,,
,,,,,,SP,12/2/82,14,10.6,166,0.62,0.004,,,,,,
,,,,,,SP,12/2/82,15,10.5,171,0.44,0.003,,,,,,
,,,,,,SP,12/2/82,16,10.5,187,0.32,0.002,,,,,,
,,,,,,SP,12/2/82,17,10.4,152,0.24,0.002,,,,,,
,,,,,,SP,12/2/82,18,10.1,123,0.09,0.001,,,,,,
,,,,,,SP,1/13/83,0,13.1,,,,,1/13/83,24,27,1,
,,,,,,SP,1/13/83,1,12,,,,,,,,,
,,,,,,SP,1/13/83,2,11.4,,,,,,,,,
,,,,,,SP,1/13/83,3,11.2,,,,,,,,,
,,,,,,SP,1/13/83,3,,,,,,,,,,
,,,,,,SP,1/13/83,4,11.2,,,,,,,,,
,,,,,,SP,1/13/83,5,11.2,,,,,,,,,
,,,,,,SP,1/13/83,6,11,,,,,,,,,
,,,,,,SP,1/13/83,7,10.9,,,,,,,,,
,,,,,,SP,1/13/83,8,10.9,,,,,,,,,
,,,,,,SP,1/13/83,9,10.9,,,,,,,,,
,,,,,,SP,1/13/83,10,10.6,,,,,,,,,
,,,,,,SP,1/13/83,11,10.8,,,,,,,,,
,,,,,,SP,1/13/83,12,10.6,,,,,,,,,
,,,,,,SP,1/13/83,13,10.4,,,,,,,,,
,,,,,,SP,1/13/83,14,10,,,,,,,,,
,,,,,,SP,1/13/83,15,9,,,,,,,,,
,,,,,,SP,1/13/83,16,7.2,,,,,,,,,
,,,,,,SP,1/13/83,17,5.6,,,,,,,,,
,,,,,,SP,1/13/83,18,2,,,,,,,,,
,,,,,,SP,2/24/83,0,11,,,,,2/24/83,1,29,1,
,,,,,,SP,2/24/83,1,10.9,,,,,,,,,
,,,,,,SP,2/24/83,2,10.3,,,,,,,,,
,,,,,,SP,2/24/83,3,10,,,,,,,,,
,,,,,,SP,2/24/83,4,9.7,,,,,,,,,
,,,,,,SP,2/24/83,5,9.6,,,,,,,,,
,,,,,,SP,2/24/83,6,9.5,,,,,,,,,
,,,,,,SP,2/24/83,7,9.4,,,,,,,,,
,,,,,,SP,2/24/83,8,9.3,,,,,,,,,
,,,,,,SP,2/24/83,9,9.1,,,,,,,,,
,,,,,,SP,2/24/83,10,9,,,,,,,,,
,,,,,,SP,2/24/83,11,8.6,,,,,,,,,
,,,,,,SP,2/24/83,12,8.5,,,,,,,,,
,,,,,,SP,2/24/83,13,8.2,,,,,,,,,
,,,,,,SP,2/24/83,14,7.6,,,,,,,,,
,,,,,,SP,2/24/83,15,6.3,,,,,,,,,
,,,,,,SP,2/24/83,16,4.2,,,,,,,,,
,,,,,,SP,2/24/83,17,4.1,,,,,,,,,
,,,,,,SP,2/24/83,18,0.6,,,,,,,,,
,,,,,,SP,3/28/83,0,,,,,,3/28/83,9.5,39,8,
,,,,,,SP,3/28/83,1,11.7,,,,,,,,,
,,,,,,SP,3/28/83,2,10.4,,,,,,,,,
,,,,,,SP,3/28/83,3,10.2,,,,,,,,,
,,,,,,SP,3/28/83,4,10,,,,,,,,,
,,,,,,SP,3/28/83,5,10,,,,,,,,,
,,,,,,SP,3/28/83,6,9.9,,,,,,,,,
,,,,,,SP,3/28/83,7,9.8,,,,,,,,,
,,,,,,SP,3/28/83,8,9.4,,,,,,,,,
,,,,,,SP,3/28/83,9,8.9,,,,,,,,,
,,,,,,SP,3/28/83,10,8.5,,,,,,,,,
,,,,,,SP,3/28/83,11,8.2,,,,,,,,,
,,,,,,SP,3/28/83,12,8.2,,,,,,,,,
,,,,,,SP,3/28/83,13,7.1,,,,,,,,,
,,,,,,SP,3/28/83,14,5.6,,,,,,,,,
,,,,,,SP,3/28/83,15,4.6,,,,,,,,,
,,,,,,SP,3/28/83,16,3.1,,,,,,,,,
,,,,,,SP,3/28/83,17,0.6,,,,,,,,,
,,,,,,SP,3/28/83,18,0.2,,,,,,,,,
,,,,,,SP,3/28/83,18,,,,,,,,,,
,,,,,,SP,3/28/83,19,0,,,,,,,,,
,,,,,,SP,5/11/83,0,11.1,1570,1350,0.86,,,,,,
,,,,,,SP,5/11/83,1,11.2,1540,750,0.487,,,,,,
,,,,,,SP,5/11/83,2,11.2,1540,440,0.286,,,,,,
,,,,,,SP,5/11/83,3,11.2,1540,265,0.172,,,,,,
,,,,,,SP,5/11/83,4,11.2,1540,168,0.109,,,,,,
,,,,,,SP,5/11/83,5,11.1,1520,103,0.068,,,,,,
,,,,,,SP,5/11/83,6,10.9,1520,67,0.044,,,,,,
,,,,,,SP,5/11/83,7,10.9,1530,40,0.026,,,,,,
,,,,,,SP,5/11/83,8,10.2,1530,25.2,0.016,,,,,,
,,,,,,SP,5/11/83,9,9.7,1570,17.2,0.011,,,,,,
,,,,,,SP,5/11/83,10,8.9,1560,10.7,0.007,,,,,,
,,,,,,SP,5/11/83,11,8.7,1570,7.05,0.004,,,,,,
,,,,,,SP,5/11/83,12,8.3,1570,4.4,0.003,,,,,,
,,,,,,SP,5/11/83,12,,,,,,,,,,
,,,,,,SP,5/11/83,13,8.1,1560,2.57,0.002,,,,,,
,,,,,,SP,5/11/83,14,8,1590,1.64,0.001,,,,,,
,,,,,,SP,5/11/83,15,7.9,1580,1,0.001,,,,,,
,,,,,,SP,5/11/83,16,7.8,1580,0.64,0,,,,,,
,,,,,,SP,5/11/83,17,7.8,1630,0.39,0,,,,,,
,,,,,,SP,5/11/83,18,7.6,1620,0.24,0,,,,,,
,,,,,,SP,5/25/83,0,11.1,1750,1575,0.9,,,,,,
,,,,,,SP,5/25/83,1,11.2,1775,900,0.507,,,,,,
,,,,,,SP,5/25/83,2,11.2,1800,400,0.222,,,,,,
,,,,,,SP,5/25/83,3,11.3,1725,400,0.232,,,,,,
,,,,,,SP,5/25/83,4,11.4,1725,195,0.113,,,,,,
,,,,,,SP,5/25/83,5,11.3,1750,125,0.071,,,,,,
,,,,,,SP,5/25/83,6,11.4,1800,110,0.061,,,,,,
,,,,,,SP,5/25/83,7,12.1,1665,65,0.039,,,,,,
,,,,,,SP,5/25/83,8,12,1750,39,0.022,,,,,,
,,,,,,SP,5/25/83,9,11.6,1725,27.2,0.016,,,,,,
,,,,,,SP,5/25/83,10,10,1750,20.05,0.011,,,,,,
,,,,,,SP,5/25/83,11,8.2,1750,14.4,0.008,,,,,,
,,,,,,SP,5/25/83,12,7.6,1750,9,0.005,,,,,,
,,,,,,SP,5/25/83,13,7.3,1750,6.48,0.004,,,,,,
,,,,,,SP,5/25/83,14,7.3,1750,4.35,0.002,,,,,,
,,,,,,SP,5/25/83,15,7.3,1750,2.65,0.002,,,,,,
,,,,,,SP,5/25/83,15,,,,,,,,,,
,,,,,,SP,5/25/83,16,7,1725,1.7,0.001,,,,,,
,,,,,,SP,5/25/83,17,6.7,1750,1.1,0.001,,,,,,
,,,,,,SP,5/25/83,18,6.4,1750,0.7,0,,,,,,
,,,,,,SP,5/25/83,19,6.2,1750,0.3,0,,,,,,
,,,,,,SP,6/9/83,0,10,1680,1500,0.893,,,,,,
,,,,,,SP,6/9/83,1,10.2,1690,1300,0.769,,,,,,
,,,,,,SP,6/9/83,2,10.2,1710,550,0.322,,,,,,
,,,,,,SP,6/9/83,3,10.2,1710,480,0.281,,,,,,
,,,,,,SP,6/9/83,4,10.4,1710,370,0.216,,,,,,
,,,,,,SP,6/9/83,5,10.6,1710,245,0.143,,,,,,
,,,,,,SP,6/9/83,6,10.8,1710,175,0.102,,,,,,
,,,,,,SP,6/9/83,7,11.1,1710,124,0.073,,,,,,
,,,,,,SP,6/9/83,8,11.2,1710,72,0.042,,,,,,
,,,,,,SP,6/9/83,9,11.3,1710,48,0.028,,,,,,
,,,,,,SP,6/9/83,10,11.2,1710,21.8,0.013,,,,,,
,,,,,,SP,6/9/83,11,8.1,1710,12.6,0.007,,,,,,
,,,,,,SP,6/9/83,12,7.4,1710,8.35,0.005,,,,,,
,,,,,,SP,6/9/83,13,6.7,1710,7,0.004,,,,,,
,,,,,,SP,6/9/83,14,6.5,1710,5.15,0.003,,,,,,
,,,,,,SP,6/9/83,15,6.3,1710,3.25,0.002,,,,,,
,,,,,,SP,6/9/83,16,6.2,1710,1.78,0.001,,,,,,
,,,,,,SP,6/9/83,17,5.9,1710,0.9,0.001,,,,,,
,,,,,,SP,6/9/83,18,5.1,1710,0.34,0,,,,,,
,,,,,,SP,6/9/83,18,,,,,,,,,,
,,,,,,SP,6/21/83,0,8.7,560,350,0.625,,,,,,
,,,,,,SP,6/21/83,1,9,570,280,0.491,,,,,,
,,,,,,SP,6/21/83,2,9.1,565,190,0.336,,,,,,
,,,,,,SP,6/21/83,3,9.2,590,155,0.263,,,,,,
,,,,,,SP,6/21/83,4,9.4,590,124,0.21,,,,,,
,,,,,,SP,6/21/83,5,9.8,590,94,0.159,,,,,,
,,,,,,SP,6/21/83,6,11,590,72.2,0.122,,,,,,
,,,,,,SP,6/21/83,7,11.2,595,52.2,0.088,,,,,,
,,,,,,SP,6/21/83,8,11.4,590,40,0.068,,,,,,
,,,,,,SP,6/21/83,9,11.7,605,27.9,0.046,,,,,,
,,,,,,SP,6/21/83,10,11.8,600,19.4,0.032,,,,,,
,,,,,,SP,6/21/83,10,,,,,,,,,,
,,,,,,SP,6/21/83,11,11.2,610,10.5,0.017,,,,,,
,,,,,,SP,6/21/83,12,9.7,618,6,0.01,,,,,,
,,,,,,SP,6/21/83,13,6.8,620,2.9,0.005,,,,,,
,,,,,,SP,6/21/83,14,6,620,1.95,0.003,,,,,,
,,,,,,SP,6/21/83,15,5.5,620,1.25,0.002,,,,,,
,,,,,,SP,6/21/83,16,4.8,625,0.62,0.001,,,,,,
,,,,,,SP,6/21/83,17,4,620,0.36,0.001,,,,,,
,,,,,,SP,6/21/83,18,2.8,640,0.18,0,,,,,,
,,,,,,SP,6/21/83,19,1.1,,,,,,,,,
,,,,,,SP,7/8/83,0,8.6,1550,1450,0.935,,,,,,
,,,,,,SP,7/8/83,1,8.6,1550,1000,0.645,,,,,,
,,,,,,SP,7/8/83,2,8.7,1550,750,0.484,,,,,,
,,,,,,SP,7/8/83,3,8.7,1550,380,0.245,,,,,,
,,,,,,SP,7/8/83,4,8.8,1550,280,0.181,,,,,,
,,,,,,SP,7/8/83,5,8.8,1550,205,0.132,,,,,,
,,,,,,SP,7/8/83,5,,,,,,,,,,
,,,,,,SP,7/8/83,6,11.4,1550,175,0.113,,,,,,
,,,,,,SP,7/8/83,7,11.5,1550,125,0.081,,,,,,
,,,,,,SP,7/8/83,8,11.6,1550,85,0.055,,,,,,
,,,,,,SP,7/8/83,9,11.9,1550,59.9,0.039,,,,,,
,,,,,,SP,7/8/83,10,11.9,1550,40.5,0.026,,,,,,
,,,,,,SP,7/8/83,11,11.4,1550,26.5,0.017,,,,,,
,,,,,,SP,7/8/83,12,8.1,1550,17.4,0.011,,,,,,
,,,,,,SP,7/8/83,13,6,1550,13.5,0.009,,,,,,
,,,,,,SP,7/8/83,14,5.2,1550,9.45,0.006,,,,,,
,,,,,,SP,7/8/83,15,4.2,1550,6.15,0.004,,,,,,
,,,,,,SP,7/8/83,16,3.5,1550,3.72,0.002,,,,,,
,,,,,,SP,7/8/83,17,2,1550,2.3,0.001,,,,,,
,,,,,,SP,7/8/83,18,1,1550,1.09,0.001,,,,,,
,,,,,,SP,7/8/83,19,0.4,1550,0.39,0,,,,,,
,,,,,,SP,7/21/83,0,8.2,1790,1550,0.866,,,,,,
,,,,,,SP,7/21/83,0,,,,,,,,,,
,,,,,,SP,7/21/83,1,8.2,1750,1300,0.743,,,,,,
,,,,,,SP,7/21/83,2,8.2,1750,850,0.486,,,,,,
,,,,,,SP,7/21/83,3,8.3,1750,680,0.389,,,,,,
,,,,,,SP,7/21/83,4,9.3,1750,470,0.269,,,,,,
,,,,,,SP,7/21/83,5,9.7,1775,360,0.203,,,,,,
,,,,,,SP,7/21/83,6,12.8,1750,275,0.157,,,,,,
,,,,,,SP,7/21/83,7,12.6,1750,175,0.1,,,,,,
,,,,,,SP,7/21/83,8,12.7,1800,115,0.064,,,,,,
,,,,,,SP,7/21/83,9,12.6,1790,83.5,0.047,,,,,,
,,,,,,SP,7/21/83,10,12.6,1775,60.5,0.034,,,,,,
,,,,,,SP,7/21/83,11,10.8,1800,42.8,0.024,,,,,,
,,,,,,SP,7/21/83,12,7.8,1775,30,0.017,,,,,,
,,,,,,SP,7/21/83,13,5.6,1790,20.6,0.012,,,,,,
,,,,,,SP,7/21/83,14,4.8,1800,15.8,0.009,,,,,,
,,,,,,SP,7/21/83,15,4.7,1790,12,0.007,,,,,,
,,,,,,SP,7/21/83,16,3.3,1800,7.85,0.004,,,,,,
,,,,,,SP,7/21/83,17,1,1800,4.92,0.003,,,,,,
,,,,,,SP,7/21/83,18,0.6,1800,2.33,0.001,,,,,,
,,,,,,SP,7/21/83,19,0.2,,,,,,,,,
,,,,,,SP,8/1/83,0,8.8,1860,1600,0.86,,,,,,
,,,,,,SP,8/1/83,1,8.9,1860,1100,0.591,,,,,,
,,,,,,SP,8/1/83,2,9,1850,950,0.514,,,,,,
,,,,,,SP,8/1/83,3,9,1850,700,0.378,,,,,,
,,,,,,SP,8/1/83,4,9,1850,470,0.254,,,,,,
,,,,,,SP,8/1/83,5,9,1870,400,0.214,,,,,,
,,,,,,SP,8/1/83,6,13.3,1870,290,0.155,,,,,,
,,,,,,SP,8/1/83,7,13.7,1850,210,0.114,,,,,,
,,,,,,SP,8/1/83,8,14,1850,155,0.084,,,,,,
,,,,,,SP,8/1/83,9,14.1,1860,100,0.054,,,,,,
,,,,,,SP,8/1/83,10,13.6,1860,67.5,0.036,,,,,,
,,,,,,SP,8/1/83,11,11.3,1850,50,0.027,,,,,,
,,,,,,SP,8/1/83,12,7,1850,33.2,0.018,,,,,,
,,,,,,SP,8/1/83,13,5.6,1850,23.5,0.013,,,,,,
,,,,,,SP,8/1/83,14,4.5,1850,18.6,0.01,,,,,,
,,,,,,SP,8/1/83,15,2.8,1850,14.2,0.008,,,,,,
,,,,,,SP,8/1/83,16,0.4,1850,10.5,0.006,,,,,,
,,,,,,SP,8/1/83,17,0.3,1850,6.51,0.004,,,,,,
,,,,,,SP,8/1/83,18,0.2,1850,3.25,0.002,,,,,,
,,,,,,SP,8/1/83,19,0.2,,,,,,,,,
,,,,,,SP,8/16/83,0,9.3,800,610,0.763,,,,,,
,,,,,,SP,8/16/83,1,9.5,740,340,0.459,,,,,,
,,,,,,SP,8/16/83,2,9.6,735,280,0.381,,,,,,
,,,,,,SP,8/16/83,3,9.9,740,226,0.305,,,,,,
,,,,,,SP,8/16/83,4,10,740,181,0.245,,,,,,
,,,,,,SP,8/16/83,5,10.1,740,149,0.201,,,,,,
,,,,,,SP,8/16/83,6,10.3,740,119,0.161,,,,,,
,,,,,,SP,8/16/83,7,13.7,740,88,0.119,,,,,,
,,,,,,SP,8/16/83,8,14.3,740,65.9,0.089,,,,,,
,,,,,,SP,8/16/83,8,,,,,,,,,,
,,,,,,SP,8/16/83,9,14.8,720,48.9,0.068,,,,,,
,,,,,,SP,8/16/83,10,15,710,36,0.051,,,,,,
,,,,,,SP,8/16/83,11,11,710,24,0.034,,,,,,
,,,,,,SP,8/16/83,12,9.7,690,16.5,0.024,,,,,,
,,,,,,SP,8/16/83,13,5.8,690,10.8,0.016,,,,,,
,,,,,,SP,8/16/83,14,4.9,670,7.7,0.011,,,,,,
,,,,,,SP,8/16/83,15,3.7,670,5.8,0.009,,,,,,
,,,,,,SP,8/16/83,16,0.6,660,4.45,0.007,,,,,,
,,,,,,SP,8/16/83,17,0.4,660,2.54,0.004,,,,,,
,,,,,,SP,8/16/83,18,0.2,650,1.23,0.002,,,,,,
,,,,,,SP,9/6/83,0,7.6,,,,,,,,,
,,,,,,SP,9/6/83,1,7.5,,,,,,,,,
,,,,,,SP,9/6/83,2,7.5,,,,,,,,,
,,,,,,SP,9/6/83,3,7.5,,,,,,,,,
,,,,,,SP,9/6/83,4,7.5,,,,,,,,,
,,,,,,SP,9/6/83,5,7.5,,,,,,,,,
,,,,,,SP,9/6/83,5,,,,,,,,,,
,,,,,,SP,9/6/83,6,7.4,,,,,,,,,
,,,,,,SP,9/6/83,7,7.6,,,,,,,,,
,,,,,,SP,9/6/83,8,11.5,,,,,,,,,
,,,,,,SP,9/6/83,8,,,,,,,,,,
,,,,,,SP,9/6/83,9,11.9,,,,,,,,,
,,,,,,SP,9/6/83,10,11.5,,,,,,,,,
,,,,,,SP,9/6/83,11,10.3,,,,,,,,,
,,,,,,SP,9/6/83,12,7.5,,,,,,,,,
,,,,,,SP,9/6/83,13,4.2,,,,,,,,,
,,,,,,SP,9/6/83,14,2.2,,,,,,,,,
,,,,,,SP,9/6/83,15,0.5,,,,,,,,,
,,,,,,SP,9/6/83,16,0.1,,,,,,,,,
,,,,,,SP,9/6/83,17,0.1,,,,,,,,,
,,,,,,SP,9/6/83,18,0.1,,,,,,,,,
,,,,,,SP,9/27/83,0,8.8,740,580,0.784,,,,,,
,,,,,,SP,9/27/83,1,8.8,772,400,0.518,,,,,,
,,,,,,SP,9/27/83,2,8.8,735,280,0.381,,,,,,
,,,,,,SP,9/27/83,3,8.8,725,200,0.276,,,,,,
,,,,,,SP,9/27/83,4,8.8,718,153,0.213,,,,,,
,,,,,,SP,9/27/83,5,8.8,730,107,0.147,,,,,,
,,,,,,SP,9/27/83,6,8.8,735,77,0.105,,,,,,
,,,,,,SP,9/27/83,7,8.7,729,57.5,0.079,,,,,,
,,,,,,SP,9/27/83,8,8.7,710,43,0.061,,,,,,
,,,,,,SP,9/27/83,9,8.7,725,33.2,0.046,,,,,,
,,,,,,SP,9/27/83,10,10,698,25.1,0.036,,,,,,
,,,,,,SP,9/27/83,11,9.8,715,18.1,0.025,,,,,,
